Issue_ID,Application_ID,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution,Detected_By
DQ01485,APX1062718,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01486,APX1062714,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01487,APX1062880,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01488,APX1063045,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01489,APX1063130,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01490,APX1063068,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01491,APX1063408,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01492,APX1064237,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01493,APX1065065,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01494,APX1066042,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01495,APX1066188,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01496,APX1066102,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01497,APX1066263,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01498,APX1066233,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01499,APX1066740,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01500,APX1067183,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01501,APX1067623,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01502,APX1067705,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01503,APX1067730,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01504,APX1067877,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01505,APX1068369,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01506,APX1068823,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01507,APX1069107,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01508,APX1072702,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01509,APX1072707,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01510,APX1072915,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01511,APX1072891,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01512,APX1072992,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01513,APX1073171,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01514,APX1073273,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01515,APX1074018,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01516,APX1074412,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01517,APX1074450,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01518,APX1074516,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01519,APX1074668,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01520,APX1075182,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01521,APX1075181,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01522,APX1075179,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01523,APX1076615,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01524,APX1076899,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01525,APX1077708,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01526,APX1077834,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01527,APX1077933,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01528,APX1077945,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01529,APX1078284,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01530,APX1078513,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01531,APX1078838,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01532,APX1079266,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01533,APX1079372,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01534,APX1079459,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01535,APX1079502,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01536,APX1079878,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01537,APX1080024,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01538,APX1080324,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01539,APX1081217,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01540,APX1081194,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01541,APX1081425,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01542,APX1081428,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01543,APX1081907,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01544,APX1081996,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01545,APX1082147,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01546,APX1082352,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01547,APX1083190,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01548,APX1083213,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01549,APX1083152,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01550,APX1083906,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01551,APX1084321,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01552,APX1084705,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01553,APX1084824,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01554,APX1085547,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01555,APX1085631,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01556,APX1086025,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01557,APX1086166,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01558,APX1086446,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01559,APX1086473,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01560,APX1086724,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01561,APX1087399,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01562,APX1088622,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01563,APX1088714,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01564,APX1089647,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01565,APX1089842,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01566,APX1089972,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01567,APX1090152,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01568,APX1090748,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01569,APX1091958,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01570,APX1092435,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01571,APX1092588,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01572,APX1092918,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01573,APX1092955,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01574,APX1093229,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01575,APX1093639,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01576,APX1093692,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01577,APX1093898,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01578,APX1094038,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01579,APX1094009,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01580,APX1094084,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01581,APX1094143,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01582,APX1094192,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01583,APX1094254,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01584,APX1094529,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01585,APX1095124,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01586,APX1095197,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01587,APX1095224,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01588,APX1095294,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01589,APX1095358,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01590,APX1096110,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01591,APX1096630,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01592,APX1096606,Invalid_Region,Medium,Estern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01593,APX1096967,Invalid_Region,Medium,Wsetern,Western,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01594,APX1097285,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01595,APX1097459,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01596,APX1097895,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01597,APX1099604,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01598,APX1099587,Invalid_Region,Medium,Norhtern,Northern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01599,APX1099824,Invalid_Region,Medium,Souhtern,Southern,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01600,APX1099921,Invalid_Region,Medium,Centrl,Central,Correct: fuzzy-matched to canonical region,domain[Region]
DQ01601,APX1000291,Negative_Processing_Time,Critical,-19.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01602,APX1000691,Negative_Processing_Time,Critical,-25.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01603,APX1000965,Negative_Processing_Time,Critical,-38.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01604,APX1001109,Negative_Processing_Time,Critical,-38.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01605,APX1001187,Negative_Processing_Time,Critical,-15.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01606,APX1001807,Negative_Processing_Time,Critical,-40.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01607,APX1002065,Negative_Processing_Time,Critical,-21.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01608,APX1003085,Negative_Processing_Time,Critical,-31.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01609,APX1003624,Negative_Processing_Time,Critical,-33.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01610,APX1004204,Negative_Processing_Time,Critical,-24.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01611,APX1004421,Negative_Processing_Time,Critical,-10.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01612,APX1004344,Negative_Processing_Time,Critical,-33.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01613,APX1004787,Negative_Processing_Time,Critical,-11.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01614,APX1005035,Negative_Processing_Time,Critical,-11.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01615,APX1005468,Negative_Processing_Time,Critical,-20.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01616,APX1005588,Negative_Processing_Time,Critical,-31.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01617,APX1005895,Negative_Processing_Time,Critical,-15.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01618,APX1005878,Negative_Processing_Time,Critical,-10.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01619,APX1006000,Negative_Processing_Time,Critical,-19.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01620,APX1006030,Negative_Processing_Time,Critical,-23.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01621,APX1006331,Negative_Processing_Time,Critical,-8.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01622,APX1006403,Negative_Processing_Time,Critical,-34.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01623,APX1006584,Negative_Processing_Time,Critical,-20.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01624,APX1006546,Negative_Processing_Time,Critical,-46.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01625,APX1007205,Negative_Processing_Time,Critical,-14.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01626,APX1007875,Negative_Processing_Time,Critical,-44.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01627,APX1008363,Negative_Processing_Time,Critical,-40.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01628,APX1009038,Negative_Processing_Time,Critical,-39.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01629,APX1009357,Negative_Processing_Time,Critical,-31.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01630,APX1009493,Negative_Processing_Time,Critical,-50.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01631,APX1009677,Negative_Processing_Time,Critical,-13.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01632,APX1010110,Negative_Processing_Time,Critical,-24.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01633,APX1010309,Negative_Processing_Time,Critical,-15.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01634,APX1010345,Negative_Processing_Time,Critical,-18.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01635,APX1010573,Negative_Processing_Time,Critical,-60.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01636,APX1010913,Negative_Processing_Time,Critical,-13.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01637,APX1011496,Negative_Processing_Time,Critical,-5.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01638,APX1011695,Negative_Processing_Time,Critical,-40.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01639,APX1011984,Negative_Processing_Time,Critical,-14.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01640,APX1012079,Negative_Processing_Time,Critical,-14.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01641,APX1012215,Negative_Processing_Time,Critical,-23.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01642,APX1012532,Negative_Processing_Time,Critical,-27.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01643,APX1012697,Negative_Processing_Time,Critical,-32.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01644,APX1013450,Negative_Processing_Time,Critical,-13.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01645,APX1013873,Negative_Processing_Time,Critical,-70.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01646,APX1013920,Negative_Processing_Time,Critical,-14.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01647,APX1015459,Negative_Processing_Time,Critical,-43.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01648,APX1016050,Negative_Processing_Time,Critical,-105.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01649,APX1016216,Negative_Processing_Time,Critical,-14.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01650,APX1016269,Negative_Processing_Time,Critical,-16.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01651,APX1016785,Negative_Processing_Time,Critical,-61.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01652,APX1017188,Negative_Processing_Time,Critical,-27.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01653,APX1017967,Negative_Processing_Time,Critical,-37.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01654,APX1018002,Negative_Processing_Time,Critical,-22.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01655,APX1017991,Negative_Processing_Time,Critical,-27.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01656,APX1018380,Negative_Processing_Time,Critical,-23.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01657,APX1018291,Negative_Processing_Time,Critical,-14.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01658,APX1018618,Negative_Processing_Time,Critical,-60.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01659,APX1018755,Negative_Processing_Time,Critical,-21.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01660,APX1019057,Negative_Processing_Time,Critical,-18.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01661,APX1019058,Negative_Processing_Time,Critical,-15.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01662,APX1019573,Negative_Processing_Time,Critical,-30.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01663,APX1019878,Negative_Processing_Time,Critical,-23.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01664,APX1020515,Negative_Processing_Time,Critical,-32.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01665,APX1021089,Negative_Processing_Time,Critical,-15.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01666,APX1021462,Negative_Processing_Time,Critical,-31.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01667,APX1022429,Negative_Processing_Time,Critical,-36.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01668,APX1022361,Negative_Processing_Time,Critical,-14.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01669,APX1022537,Negative_Processing_Time,Critical,-11.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01670,APX1022991,Negative_Processing_Time,Critical,-16.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01671,APX1023486,Negative_Processing_Time,Critical,-47.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01672,APX1024289,Negative_Processing_Time,Critical,-15.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01673,APX1025397,Negative_Processing_Time,Critical,-28.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01674,APX1025380,Negative_Processing_Time,Critical,-19.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01675,APX1025495,Negative_Processing_Time,Critical,-35.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01676,APX1026036,Negative_Processing_Time,Critical,-14.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01677,APX1026311,Negative_Processing_Time,Critical,-32.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01678,APX1026993,Negative_Processing_Time,Critical,-34.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01679,APX1027376,Negative_Processing_Time,Critical,-40.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01680,APX1027563,Negative_Processing_Time,Critical,-73.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01681,APX1027903,Negative_Processing_Time,Critical,-17.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01682,APX1028215,Negative_Processing_Time,Critical,-22.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01683,APX1028711,Negative_Processing_Time,Critical,-78.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01684,APX1029155,Negative_Processing_Time,Critical,-19.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01685,APX1029853,Negative_Processing_Time,Critical,-27.6,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01686,APX1030407,Negative_Processing_Time,Critical,-41.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01687,APX1031180,Negative_Processing_Time,Critical,-16.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01688,APX1031245,Negative_Processing_Time,Critical,-13.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01689,APX1031549,Negative_Processing_Time,Critical,-16.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01690,APX1031801,Negative_Processing_Time,Critical,-26.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01691,APX1031886,Negative_Processing_Time,Critical,-38.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01692,APX1031935,Negative_Processing_Time,Critical,-30.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01693,APX1032529,Negative_Processing_Time,Critical,-49.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01694,APX1032745,Negative_Processing_Time,Critical,-48.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01695,APX1032863,Negative_Processing_Time,Critical,-51.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01696,APX1032998,Negative_Processing_Time,Critical,-17.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01697,APX1033099,Negative_Processing_Time,Critical,-42.5,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01698,APX1033219,Negative_Processing_Time,Critical,-35.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01699,APX1034094,Negative_Processing_Time,Critical,-37.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01700,APX1034337,Negative_Processing_Time,Critical,-43.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01701,APX1035013,Negative_Processing_Time,Critical,-15.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01702,APX1035277,Negative_Processing_Time,Critical,-27.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01703,APX1035799,Negative_Processing_Time,Critical,-21.8,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01704,APX1035808,Negative_Processing_Time,Critical,-32.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01705,APX1035747,Negative_Processing_Time,Critical,-11.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01706,APX1036689,Negative_Processing_Time,Critical,-14.0,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01707,APX1036746,Negative_Processing_Time,Critical,-15.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01708,APX1036971,Negative_Processing_Time,Critical,-15.9,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01709,APX1037086,Negative_Processing_Time,Critical,-28.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01710,APX1037259,Negative_Processing_Time,Critical,-30.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01711,APX1037743,Negative_Processing_Time,Critical,-18.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01712,APX1038664,Negative_Processing_Time,Critical,-9.4,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01713,APX1038702,Negative_Processing_Time,Critical,-16.1,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01714,APX1039357,Negative_Processing_Time,Critical,-36.3,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01715,APX1039308,Negative_Processing_Time,Critical,-27.2,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
DQ01716,APX1039286,Negative_Processing_Time,Critical,-73.7,,Quarantine (duration integrity violation),range[Document_Validation_Minutes]
